runtime_minutes,director_name,movie_averageRating,movie_numerOfVotes,approval_Index,age,Production budget $,Domestic gross $,Worldwide gross $,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,\N
105.0,1e-10,5.1,10639.0,3.347437196837734,2,65000000.0,10014234.0,10014234.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.0,1e-10,5.3,47639.0,4.068459924087277,0,3000000.0,446770.0,12577401.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
102.0,1e-10,6.6,126588.0,5.573285247522999,2,125000000.0,32698899.0,61698899.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92.0,1e-10,6.8,87046.0,5.558800648537893,2,1500000.0,11806119.0,11806119.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112.0,1e-10,6.1,9742.0,3.9901151875450607,2,16000000.0,4734235.0,6615452.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109.0,1e-10,6.7,214520.0,5.919742031095194,1,61000000.0,75612460.0,132493015.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
110.0,1e-10,7.3,16670.0,5.089499393446698,2,7000000.0,83482352.0,85783567.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117.0,1e-10,5.6,3260.0,3.201204101852645,2,25000000.0,137885.0,146149.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.0,1e-10,7.1,194186.0,6.229007526857026,2,22700000.0,38119483.0,38119483.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
136.0,1e-10,6.7,83245.0,5.453105228657579,1,78000000.0,67286731.0,108086731.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.0,1e-10,7.0,15425.0,4.834947385214888,2,72000000.0,19176754.0,62176754.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112.0,1e-10,7.0,356792.0,6.452727210592867,1,50000000.0,127004179.0,257972745.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
95.0,1e-10,5.6,45047.0,4.283161480881361,2,4500000.0,187112.0,1027760.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
118.0,38.0,7.2,16867.0,5.024197929665739,0,2000000.0,7800000.0,7800000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
127.0,1e-10,8.6,1664484.0,8.932271517290554,0,30000000.0,100125643.0,328125643.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116.0,1e-10,5.6,100204.0,4.612572614947199,2,70000000.0,152257509.0,310138178.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107.0,1e-10,6.6,53225.0,5.152560565940117,2,12000000.0,7919574.0,35830713.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87.0,25.0,5.7,50520.0,4.410087701882849,0,1800000.0,41034350.0,70165900.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
92.0,1e-10,6.2,7532.0,3.940323097601616,1,16000000.0,31631.0,31631.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
115.0,1e-10,7.2,16168.0,5.001776617324417,2,9000000.0,248795.0,7704357.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.0,23.0,7.2,16133.0,5.000628607554505,1,10000000.0,1759252.0,1884251.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
115.0,124.0,6.7,488960.0,6.325875146508909,1,150000000.0,206459076.0,475825484.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113.0,1e-10,6.6,179979.0,5.744167548172157,0,30000000.0,39568996.0,80276156.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
124.0,83.0,7.4,17758.0,5.195447880852307,2,15000000.0,8874389.0,10055481.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101.0,1e-10,6.9,34588.0,5.173944235062554,0,4000000.0,8291572.0,11131455.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
94.0,1e-10,5.3,46234.0,4.056786325112805,2,18000000.0,30272254.0,62646763.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
100.0,1e-10,7.0,73479.0,5.638907666115982,1,16000000.0,11810854.0,11810854.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
109.0,52.0,6.3,198975.0,5.52358625244922,1,117000000.0,76423035.0,258751370.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135.0,39.0,7.2,77340.0,5.830914740531014,2,40000000.0,45916769.0,45916769.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
115.0,1e-10,6.5,365649.0,5.994128594612116,1,200000000.0,125322469.0,365491792.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
129.0,1e-10,6.3,138302.0,5.354984592159901,1,25000000.0,122006740.0,411006740.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
123.0,103.0,7.3,130247.0,6.1936776847689226,2,26975000.0,42969745.14,88473125.99,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95.0,1e-10,3.6,3174.0,2.0037539849055213,0,5500000.0,4865000.0,4865000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96.0,1e-10,6.7,45407.0,5.154315582210431,0,10000000.0,12589255.0,17300838.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113.0,54.0,6.4,199600.0,5.61483151069881,1,88000000.0,241688385.0,495700000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98.0,1e-10,5.9,67576.0,4.695723749038153,0,8500000.0,35161554.0,68695443.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.0,1e-10,5.7,3019.0,3.228513665499663,1,21000000.0,17396.0,17396.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
132.0,60.0,6.6,23355.0,4.752567123338711,1,60000000.0,10166502.0,10597070.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
94.0,1e-10,5.6,21845.0,3.984968069011716,2,38000000.0,21277892.0,46819069.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.0,34.0,7.9,703727.0,7.694115228735111,1,47000000.0,100546139.0,202754970.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
94.0,1e-10,7.4,3711.0,4.343083538056952,0,500000.0,3121270.0,3177636.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112.0,1e-10,6.5,336694.0,5.954674259097315,2,44000000.0,6105175.0,12342632.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.0,73.0,5.8,124280.0,4.873904057762453,1,18000000.0,48276510.0,89836797.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
125.0,1e-10,6.9,8839.0,4.481315768408448,1,8500000.0,29200000.0,29200000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
94.0,22.0,5.5,17209.0,3.8149256955587054,1,14000000.0,12559771.0,13205411.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
125.0,21.0,6.8,70097.0,5.450455013878413,0,50000000.0,91137662.0,159745279.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90.0,52.0,7.3,252710.0,6.549671716744268,0,28000000.0,52131264.0,82119036.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
108.0,1e-10,7.4,89731.0,6.077455360704449,1,43000000.0,3740823.0,46414530.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.0,1e-10,7.1,1254.0,3.5949017670037624,2,2500000.0,100280.0,100280.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183.0,1e-10,8.1,342620.0,7.463288371375764,0,15000000.0,50000000.0,50065119.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
115.0,86.0,8.0,638658.0,7.736070942505505,1,130000000.0,227471070.0,444043396.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
97.0,1e-10,4.7,32262.0,3.4581747875538555,1,25000000.0,31526393.0,70326393.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
107.0,1e-10,5.9,7745.0,3.75538898003544,0,900000.0,454121.0,958978.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127.0,1e-10,6.1,292619.0,5.517151060037797,1,170000000.0,155136755.0,401021746.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.0,20.0,7.9,279876.0,7.15818344775222,1,60000000.0,32522352.0,47371191.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.0,1e-10,7.6,202691.0,6.700923271265914,2,1488000.0,184925486.0,184925486.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.0,1e-10,5.6,20984.0,3.968399973079431,1,13200000.0,52543632.0,54323210.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
95.0,1e-10,6.6,44204.0,5.0623791773175375,2,50000000.0,115234093.0,346727372.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,1e-10,6.7,51055.0,5.212108031890001,2,125000000.0,62342368.0,107351191.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.0,1e-10,6.4,12407.0,4.306699460660716,2,12000000.0,10410004.0,16703751.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128.0,89.0,6.2,18290.0,4.3450304164140885,1,40000000.0,24172899.0,24172899.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.0,30.0,6.9,426670.0,6.449462587620194,1,35000000.0,124740460.0,326073155.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117.0,1e-10,6.8,151929.0,5.837461975945822,2,20000000.0,53548586.0,97628717.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
115.0,1e-10,7.2,667391.0,6.97259324959803,0,75000000.0,117723989.0,342769200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
97.0,1e-10,6.9,124560.0,5.824409678918057,2,3000000.0,4210454.0,5837111.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124.0,118.0,7.1,435783.0,6.651264461121476,0,80000000.0,155385488.0,416385488.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106.0,1e-10,6.2,195182.0,5.425038061168907,2,200000000.0,191450875.0,560155383.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.0,1e-10,6.5,107131.0,5.407033193990785,0,11500000.0,57469179.0,57469850.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
101.0,1e-10,5.6,17669.0,3.897553637383973,2,20000000.0,15543862.0,17430594.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105.0,1e-10,7.6,533695.0,7.24227987302254,0,93000000.0,176760185.0,470986200.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100.0,1e-10,5.4,30994.0,3.976925651381975,1,10000000.0,16535005.0,19535005.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107.0,1e-10,6.8,162676.0,5.871656801885229,1,9800000.0,16044025.0,17553055.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
112.0,53.0,7.5,515477.0,7.126086643473691,0,20000000.0,137400141.0,317071550.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
94.0,1.0,7.1,361957.0,6.554300219320789,0,25000000.0,84136909.0,89476265.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113.0,1e-10,8.6,14.0,1.5380236621350312,2,95000000.0,201151353.0,542351353.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111.0,5.0,7.5,49541.0,5.833578887077046,1,1500000.0,7000000.0,7000000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
132.0,1e-10,7.2,358252.0,6.643020670984955,1,185000000.0,55817425.0,167097737.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.0,1e-10,6.3,610.0,2.8409575855752545,0,4000000.0,9427026.0,19174817.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115.0,1e-10,7.5,750205.0,7.333156664315835,1,165000000.0,232641920.0,676343174.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84.0,1e-10,3.9,9184.0,2.486587487196944,2,14000000.0,3100650.0,4288246.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
91.0,39.0,7.0,88925.0,5.737171304340122,1,10000000.0,25697647.0,25707698.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.0,41.0,6.0,29736.0,4.415162337183493,1,45000000.0,35627222.0,35627222.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
208.0,69.0,6.7,10273.0,4.4217146431638685,2,6000000.0,12500000.0,12526685.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
101.0,1e-10,7.7,131303.0,6.544855489339914,1,55000000.0,48023088.0,77548122.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.0,1e-10,6.4,154770.0,5.495051148638536,1,9000000.0,71562550.0,111534881.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
125.0,47.0,6.7,107532.0,5.579301438088012,1,7000000.0,21000000.0,97600000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98.0,7.0,5.7,60790.0,4.487696129005691,2,50000000.0,67172595.0,105103784.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,1e-10,5.7,116742.0,4.7613575336701,2,45000000.0,60786269.0,113916474.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93.0,1e-10,3.2,35280.0,2.333483460973462,2,10000000.0,30564825.0,51945949.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
93.0,1e-10,4.9,1593.0,2.526405112670434,0,50000.0,2335352.0,2335352.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
117.0,110.0,7.7,271862.0,6.957167359113253,0,80000000.0,104054514.0,183354514.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
108.0,118.0,6.2,8819.0,4.012282251809217,0,6500000.0,24103594.0,24103594.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.0,1e-10,4.8,34211.0,3.555273235252593,1,21000000.0,42273609.0,42273609.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.0,1e-10,5.2,22177.0,3.6966820068528814,1,20000000.0,6575282.0,6947084.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.0,35.0,3.3,86122.0,2.6272090628742744,2,79000000.0,74158157.0,150519217.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.0,1e-10,6.0,57939.0,4.709624135623405,1,16000000.0,27087695.0,30987695.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.0,1e-10,7.0,131584.0,5.938985205931454,1,4000000.0,20811365.0,36275469.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
118.0,62.0,4.1,8032.0,2.5804342594717644,0,5000000.0,2184640.0,2368937.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128.0,1e-10,7.1,22227.0,5.096737417015161,0,8400000.0,1207007.0,6831069.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
123.0,55.0,7.0,234803.0,6.237237316485272,0,20000000.0,41596251.0,78769428.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
87.0,1e-10,8.6,60.0,2.458850600535027,2,2500000.0,174255.0,174255.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
100.0,1e-10,7.7,28651.0,5.682418610640366,2,8500000.0,30376755.0,122747755.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.0,1e-10,6.8,65381.0,5.415609226427193,2,60000000.0,35763137.0,47818913.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
102.0,68.0,5.3,56606.0,4.135711619683021,1,3000000.0,1821983.0,1887554.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
120.0,1e-10,7.5,410076.0,6.999859269292076,2,60000000.0,100170152.0,217602967.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.0,1e-10,6.6,97091.0,5.444462047905993,0,2000000.0,64282312.0,79282312.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.0,1e-10,7.0,273583.0,6.315963207181938,0,22000000.0,51970690.0,95708457.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
120.0,104.0,5.2,181742.0,4.50147352619371,2,165000000.0,103144286.0,384169424.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
110.0,1e-10,6.3,2095.0,3.412875521088172,2,10000000.0,1069454.0,1069454.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.0,31.0,5.0,55166.0,3.884673247316568,1,20000000.0,64079860.0,105016358.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
100.0,1e-10,6.5,51436.0,5.056143147978815,2,10000000.0,25358996.0,25358996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
115.0,1e-10,6.4,160098.0,5.510988566581658,1,29000000.0,184296230.0,287215196.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
121.0,19.0,7.1,247826.0,6.356422232714215,1,90000000.0,83107829.0,203932174.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
119.0,1e-10,7.7,590051.0,7.396178251643114,2,110000000.0,324591735.0,786362370.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125.0,1e-10,7.5,395754.0,6.980242473250441,0,37000000.0,92186262.0,152566881.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
137.0,51.0,8.4,723110.0,8.206220574167801,0,17000000.0,85160248.0,183294899.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87.0,15.0,5.3,13443.0,3.5751003346146835,0,5000000.0,4799774.0,9371036.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
112.0,1e-10,7.8,22473.0,5.618546527281506,1,2500000.0,10000000.0,10000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109.0,1e-10,7.2,311029.0,6.568141561234148,1,20000000.0,81261177.0,131944672.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106.0,1e-10,6.7,20609.0,4.764912955576309,1,27000000.0,7500310.0,9352089.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,1e-10,7.9,86815.0,6.477799124228113,2,672000.0,10000000.0,10001781.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
97.0,59.0,7.2,147317.0,6.172266638499444,1,8500000.0,32222567.0,32393651.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
156.0,4.0,8.0,812869.0,7.878041959566026,1,135000000.0,183637894.0,532938302.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.0,1e-10,4.9,46763.0,3.744765976139367,1,29000000.0,17016190.0,24716190.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
98.0,61.0,6.4,63881.0,5.078360331118475,1,50000000.0,26599248.0,42598498.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.0,1e-10,6.0,39956.0,4.545575852241545,2,25000000.0,4598506.0,12850033.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
135.0,21.0,6.8,54178.0,5.321572448205545,1,40000000.0,29077547.0,31670620.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
95.0,1e-10,5.8,48978.0,4.476542465807614,1,30000000.0,58156435.0,65121280.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
107.0,1.0,6.6,273327.0,5.947063345753465,1,100000000.0,119219978.0,170936470.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.0,102.0,5.8,14444.0,3.955459032941112,2,18000000.0,15160801.0,17920013.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
140.0,1e-10,6.6,23771.0,4.761140438899135,1,35000000.0,23365858.0,28391473.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118.0,90.0,7.2,64253.0,5.732709888566366,0,30000000.0,61255921.0,61950770.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110.0,24.0,6.4,45930.0,4.923015175267683,2,50000000.0,26199517.0,26199517.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.0,68.0,5.5,88833.0,4.479109535378655,0,37000000.0,44875481.0,55909910.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.0,1e-10,5.3,38493.0,3.985332620502536,1,35000000.0,49492060.0,95104304.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126.0,1e-10,7.3,158082.0,6.297703531140248,1,16500000.0,43848100.0,43848100.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.0,108.0,6.1,102873.0,5.047977758656359,0,28000000.0,37053924.0,41146935.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.0,1e-10,5.1,82001.0,4.113739878848093,2,65000000.0,19075290.0,74575290.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
143.0,37.0,8.0,555693.0,7.654165309846462,1,100000000.0,57377916.0,171377916.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93.0,1e-10,7.4,77376.0,5.99679988040763,0,2000000.0,13539710.0,14348020.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112.0,1e-10,7.9,687341.0,7.680421156616565,0,30000000.0,115646235.0,212453431.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
112.0,1e-10,7.1,167865.0,6.1529190834597856,1,7000000.0,32241649.0,55617866.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
170.0,1e-10,7.0,47712.0,5.416510969479855,0,11000000.0,5599781.0,72989781.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
105.0,1e-10,3.9,6284.0,2.37770525564909,2,10000000.0,4711220.0,4711220.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.0,1e-10,5.8,56.0,1.5859318492438317,2,20000000.0,754301.0,754301.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.0,1e-10,4.2,5004.0,2.5003621726517795,1,1500000.0,264.0,54945.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
134.0,1e-10,6.5,287829.0,5.879682716833985,1,200000000.0,159555901.0,648455339.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91.0,28.0,4.3,9658.0,2.771064082759376,2,22000000.0,20738724.0,35609577.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118.0,1e-10,5.3,53.0,1.4163785771112094,2,30000000.0,3517797.0,6460758.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103.0,1e-10,6.4,1058.0,3.147447638813464,2,950000.0,814666.0,814666.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93.0,1e-10,5.3,10295.0,3.471062132207817,2,3000000.0,201436.0,223652.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
