runtime_minutes,director_name,movie_averageRating,movie_numerOfVotes,approval_Index,production_year,month_sin,month_cos,number_of_professions,Production budget $,Domestic gross $,Worldwide gross $
0.4291938191689306,0.9616394797010839,0.7568465742140238,0.5179151246591743,0.6006766895300502,0.761960681588647,1.442693274024965e-10,1.442694157420897e-10,1.0,0.6508372038238921,0.5582858840912567,0.5124167445157042
0.4169276348975175,0.8814648748288548,0.747104517276715,0.6314728857018136,0.6584922004007412,0.7342954088424278,0.8999686269529916,0.5849625007211562,1.0,0.7008822841008056,0.8054779858492296,0.8070427287333886
0.47624706781067294,0.6692733004200894,0.8302932537250272,0.7757656990971357,0.7864947439001481,0.8996665907606598,1.442693274024965e-10,0.9999999999999999,1.0,0.7568512813256547,0.8336918767628534,0.796539764813269
0.4819157915371539,0.9057282983393982,0.8215193777892877,0.7547431522615663,0.7706096899301322,0.5860407194351751,1.442693274024965e-10,1.442694157420897e-10,1.0,0.6173778327682302,0.8008378518409227,0.8248428621665878
0.31034802458503474,0.9803858751018263,0.7372262033832497,0.6797807047163681,0.6767300794903499,0.7987831326725825,0.584962500721156,0.8999686269529917,0.5849625007211563,0.5748920106168076,0.8145478274766811,0.7528519023611588
0.5362491373316791,0.0,0.8302932537250272,0.7944390385467895,0.7951049112278041,0.8996665907606598,1.442693274024965e-10,0.8999686269529915,1.0,0.5737325738677828,0.6134587817870205,0.6889505570137477
0.49865588303092023,0.9100696065272084,0.8725985881559382,0.7305954026113871,0.7938697438520955,0.8630456557115167,1.442693274024965e-10,0.9999999999999999,1.0,0.6564571924174785,0.726498800839626,0.7666700773700377
0.5517716672351418,0.7372635516910417,0.70673421948097,0.8195429352270615,0.7211036566634935,0.9270845453570757,0.9999999999999998,0.0,1.0,0.8615426194927196,0.8536356586232958,0.8657077173443504
0.4044462434661593,0.0,0.727207766896319,0.675120517847869,0.6676283952116187,0.9635783873404478,0.584962500721156,1.442694157420897e-10,1.0,0.6004881973839444,0.8057972895848935,0.7798186593104284
0.38530371469204994,0.9087799711541094,0.7945241965026528,0.810109524886226,0.7775495540658736,0.8355320491073428,0.8999686269529916,1.442694157420897e-10,1.0,0.6809060845432664,0.7210413638611197,0.7125474462789954
