runtime_minutes,director_name,movie_averageRating,movie_numerOfVotes,approval_Index,production_year,month_sin,month_cos,number_of_professions,Production budget $,Domestic gross $,Worldwide gross $
1.5030197161890801,-0.7415593938553245,0.7260026324179228,1.3674859181661525,1.1563540809293327,-0.049767133872125134,0.8408557558240473,-0.795876896955816,-3.404257442340855,1.413268647909481,1.3316090517350576,1.495684021036361
-1.2680370232915086,-0.7415593938553245,-1.8476829027316088,0.11294081592256364,-0.98401993165435,0.5973303383211774,-0.6568621303537341,0.6273064214539305,-3.404257442340855,-0.9528961794692078,0.49943792507980794,0.6737024884174975
-1.0619829465244675,-0.7415593938553245,-1.3820797009530994,-0.7400689310572538,-1.1774397505795156,-0.2661122593436837,0.8408557558240473,1.3936999314787626,0.31743015977725886,-0.5439813635507436,0.00127862430163129,-0.3088183070391472
0.537455306329012,-0.7415593938553245,0.6431970573818416,-0.3710418424423139,0.2044415169995183,0.23818977957187135,-0.6568621303537341,0.6273064214539305,0.31743015977725886,-0.14370869125306499,-0.908532104840848,-0.7606144754682115
0.43210709959970584,1.0476160534627064,1.202570206545409,1.093259770317804,1.3114084421231325,0.4537812765578624,-0.6568621303537341,1.6370710557777166,0.31743015977725886,-0.4043776101088089,0.77733833803798,0.6238146024373268
-1.0619829465244675,-0.7415593938553245,0.213206443239801,-0.49323315427309755,-0.11634383137510025,1.0271233467690086,-0.6568621303537341,-0.795876896955816,0.31743015977725886,-2.145856583141467,-1.5577678293461588,-1.456613349556414
1.0869643636740969,0.5974235448449781,0.6431970573818416,0.9950681807363375,0.9298108061083256,0.9555799495945,1.9035035075882976,-0.795876897306816,0.31743015977725886,1.458167184890773,1.6247142956805667,1.7663275710003106
0.9905997140399327,-0.7415593938553245,0.8886266387597279,-0.1457716697837834,0.47690234439938306,0.3819532003479298,-0.6568621303537341,-0.795876896955816,0.31743015977725886,0.011529115837567265,-0.16625084851678246,-0.332170414874345
-0.29996103809630464,0.8267479943253774,1.1254428562417211,1.3647043118951696,1.394644703331194,-0.9896124913374615,-0.6568621303537341,1.3936999314787621,0.31743015977725886,-0.18860722562553767,1.3390758470871427,1.2766372746352823
0.2706591809668462,1.558153204762121,0.03323391912732259,0.05671451868048167,0.08833435794267766,0.6690513947955773,-0.6568621303537341,1.6370710557777166,0.31743015977725886,0.4937417982752413,0.20142804378889295,0.315686691229129
0.7932690006659546,-0.7415593938553245,0.3885038236278586,1.3342957939168896,0.9383881515849208,1.0986313176496256,1.9035035075882976,-0.795876897306816,-3.404257442340855,1.5205090971612605,1.541043996588873,1.7082248111041214
0.9905997140399327,1.7081902362497834,1.202570206545409,0.6699478065888392,1.1007242908868204,-0.6997772826701439,-0.6568621303537341,-0.795876896955816,0.31743015977725886,-0.06176870237013459,-0.620258560977846,-0.926470331757625
0.48500440098927977,1.1667670102332262,1.3542298405382387,1.284303704319769,1.4937749215553622,0.1662543637666379,-0.6568621303537341,1.6370710557777166,0.31743015977725886,0.7152855547422057,1.0551983986692257,1.0570358544650234
-0.0081048215425552,-0.7415593938553245,-0.1516699677886706,-1.0864672245585558,-0.6877503625006129,0.022275942824328734,1.6473866172856273,-0.795876896955816,0.31743015977725886,0.011529115837567265,-0.45786471247571836,-0.6743170541381356
