runtime_minutes,director_name,movie_averageRating,movie_numerOfVotes,approval_Index,production_year,month_sin,month_cos,number_of_professions,Production budget $,Domestic gross $,Worldwide gross $
0.26903553299492383,0.7798449612402758,0.6153846153846152,0.00188138798359868,0.35688265643889944,0.7570093457943924,9.999992500731025e-11,9.999995276288587e-11,1.0,0.04120013044896184,0.0015767464864081676,0.00046290604587934797
0.25888324873096447,0.46356589147278504,0.6025641025641024,0.008255925148059146,0.42055150140994213,0.7289719626168223,0.8660254037844385,0.5000000000000001,1.0,0.06511577345363626,0.058344829855778296,0.04791233729424159
0.3096446700507614,0.11627906976730484,0.7179487179487177,0.05401163700785123,0.5917165113922719,0.8971962616822429,9.999992500731025e-11,1.0,1.0,0.10859876073486248,0.08810178813114322,0.040608962091864896
0.3147208121827411,0.5426356589146577,0.705128205128205,0.041081916790126564,0.5679367530864892,0.5794392523364484,9.999992500731025e-11,9.999995276288587e-11,1.0,0.03032938362865529,0.054521324825307915,0.06341253264684461
0.17766497461928935,0.8806201550387411,0.5897435897435895,0.015483986316908525,0.4422646129529103,0.7943925233644858,0.4999999999999999,0.8660254037844387,0.5,0.02054571149037939,0.0666099933766293,0.020410702068897734
0.36548223350253806,0.0,0.7179487179487177,0.06887207971268772,0.6049355117875105,0.8971962616822429,9.999992500731025e-11,0.8660254037844385,1.0,0.02032829655397326,0.0035304714498509693,0.007462062862147893
0.3299492385786802,0.5581395348836524,0.7820512820512818,0.03000168404996954,0.6030247185530269,0.8598130841121494,9.999992500731025e-11,1.0,1.0,0.04337427981302315,0.01840656351230368,0.02537202169872505
0.38071065989847713,0.18139534883708242,0.5512820512820511,0.09548785888996625,0.4986373605600402,0.925233644859813,0.9999999999999999,0.0,1.0,0.28253070985976736,0.11789711668945932,0.12067926457368422
0.24873096446700507,0.0,0.5769230769230768,0.014572596278323746,0.431326402051404,0.9626168224299063,0.4999999999999999,9.999995276288587e-11,1.0,0.02598108490053267,0.05861759135437094,0.031208508102311832
0.233502538071066,0.553488372092954,0.6666666666666665,0.08445473503662251,0.5782297900437664,0.8317757009345793,0.8660254037844386,9.999995276288587e-11,1.0,0.0542450266333297,0.016996180674972425,0.01082007947980117
0.15736040609137059,0.0,0.6923076923076922,0.04829922081159338,0.5675934951638415,0.6728971962616821,9.999992500731025e-11,9.999995276288587e-11,1.0,0.002065441895858236,0.0169665385362971,0.0049850179802798725
0.1370558375634518,0.14883720930219363,0.5897435897435895,0.01985361377092914,0.4538792304210229,0.8411214953271027,0.8660254037844385,0.5000000000000001,1.0,0.03250353299271659,0.036961345872950566,0.016135213802509516
0.3096446700507614,0.0,0.44871794871794857,0.09246547141158254,0.42105505607629173,0.8878504672897195,0.0,9.999995276288587e-11,1.0,0.14773344928796606,0.3501176048706456,0.2415094065132521
0.5380710659898477,0.7178294573642974,0.8076923076923075,0.30960145881755946,0.7597976084194131,0.9065420560747662,9.999992500731025e-11,1.0,1.0,0.43472116534405914,0.35299725988927516,0.34714101206310816
0.22842639593908629,0.0,0.35897435897435886,0.003131813632792524,0.2429304510938987,0.8130841121495326,9.999992500731025e-11,1.0,1.0,0.09772801391455592,0.004288840240862672,0.01083603902099168
0.233502538071066,0.4542635658913883,0.6794871794871793,0.05541637208156736,0.5657319900367221,0.8411214953271027,9.999992500731025e-11,9.999995276288587e-11,1.0,0.06511577345363626,0.08678514663513053,0.03163586576743308
0.25380710659898476,0.0,0.705128205128205,0.010372486629607672,0.49413620866498464,0.5607476635514017,0.4999999999999999,9.999995276288587e-11,1.0,0.010762039352103486,0.04873519776281026,0.014308186144690985
0.3096446700507614,0.16124031007738934,0.564102564102564,0.007703230334265371,0.3944146251180326,0.8598130841121494,0.4999999999999999,9.999995276288587e-11,1.0,0.11946950755516902,0.006704428728907308,0.0022305275857146603
0.15228426395939088,0.0,0.7435897435897434,0.17475023016586036,0.6755904306259684,0.8317757009345793,0.4999999999999999,9.999995276288587e-11,0.0,0.1520817480160887,0.5140260218367732,0.31988636408547455
0.7360406091370557,0.0,0.6666666666666665,0.0037902252398287414,0.41895125065929467,0.4205607476635513,9.999992500731025e-11,1.0,1.0,0.008587889988042177,0.025338194271277613,0.007439044812748204
0.25380710659898476,0.924031007751926,0.6025641025641024,0.10039348903253183,0.5391919172596037,0.9065420560747662,0.4999999999999999,9.999995276288587e-11,1.0,0.3260136971409936,0.09288129640371144,0.08147271898907395
0.3096446700507614,0.37984496124021394,0.7564102564102563,0.030570329116778844,0.5867751551902141,0.9345794392523363,9.999992500731025e-11,0.8660254037844385,1.0,0.03250353299271659,0.009153778778766539,0.004548938848820204
0.4619289340101523,0.7348837209301914,0.769230769230769,0.13132251337410167,0.6791895890532957,0.7663551401869158,9.999992500731025e-11,1.0,1.0,0.02598108490053267,0.04621859253822511,0.025559026505036254
0.1116751269035533,0.06666666666652199,0.6282051282051281,0.007812656488674206,0.43318375487437244,0.8130841121495326,0.8660254037844386,9.999995276288587e-11,1.0,0.09772801391455592,0.008460078873066372,0.0029033183064977736
0.3959390862944162,0.7302325581394931,0.6923076923076922,0.03785032134195784,0.5547087284822836,0.7383177570093457,9.999992500731025e-11,9.999995276288587e-11,1.0,0.13468855310359823,0.14214371042863608,0.07097143323427835
0.3959390862944162,0.0,0.7179487179487177,0.05680293128556813,0.5944570121285064,0.9626168224299063,9.999992500731025e-11,9.999995276288587e-11,1.0,0.06946407218175889,0.020782031894559093,0.010664041881647688
0.1116751269035533,0.11162790697660649,0.46153846153846134,0.004936046904130076,0.31610711997440666,0.8130841121495326,9.999992500731025e-11,9.999995276288587e-11,1.0,0.0542450266333297,0.01627864613182696,0.004779246236578084
0.1269035532994924,0.07596899224791881,0.38461538461538447,0.018739692612658856,0.3184378796648067,0.8785046728971961,9.999992500731025e-11,1.0,1.0,0.1520817480160887,0.2558495237730162,0.1516851729342874
0.11675126903553301,0.0,0.6153846153846152,0.02653491510385098,0.48455879450643724,0.925233644859813,9.999992500731025e-11,9.999995276288587e-11,0.5,0.00336993151429503,1.7721907464594844e-05,0.0002967665414430609
0.11675126903553301,0.0,0.5384615384615383,0.023667207986106213,0.428187889485833,0.8785046728971961,0.8660254037844386,9.999995276288587e-11,1.0,0.039025981084900525,0.027967965967674653,0.009285639078073761
0.19796954314720813,0.5519379844960546,0.5384615384615383,0.009182894503542809,0.3868538323379252,0.8037383177570092,0.4999999999999999,9.999995276288587e-11,1.0,0.08250896836612676,0.02801131311025567,0.010105021849561371
0.15228426395939088,0.9829457364341059,0.6025641025641024,0.0045409999399083426,0.392168528074007,0.9906542056074765,0.9999999999999999,0.0,1.0,0.09772801391455592,0.047183855162424494,0.052161883482220076
0.3045685279187817,0.1860465116277808,0.564102564102564,0.256371384207469,0.5528182123780239,0.9439252336448596,9.999992500731025e-11,9.999995276288587e-11,1.0,0.38036743124252637,0.3787395607165528,0.25506827918474245
0.22842639593908629,0.0,0.5384615384615383,0.01439009570893681,0.40646471839109005,0.9906542056074765,0.4999999999999999,0.8660254037844387,1.0,0.049896727905207085,0.018133972103014866,0.008159311243759317
0.5076142131979695,0.0,0.7948717948717947,0.0390046745369419,0.6271602984531826,0.6728971962616821,9.999992500731025e-11,0.8660254037844385,1.0,0.0542450266333297,0.05124184810314055,0.015051109097594054
0.2131979695431472,0.6821705426356096,0.6153846153846152,0.054007185774451544,0.5188540103265683,0.7663551401869158,0.0,9.999995276288587e-11,1.0,0.09990216327861724,0.14773626654341576,0.10224114072678062
0.17766497461928935,0.0,0.41025641025641013,0.007122344375606944,0.3002058871611032,0.6822429906542055,0.0,9.999995276288587e-11,1.0,0.02054571149037939,0.016442290682033088,0.004827290745524494
0.3857868020304568,0.8232558139534609,0.6153846153846152,0.22155902966079374,0.5869765856637041,0.8598130841121494,0.4999999999999999,9.999995276288587e-11,1.0,0.5608218284596151,0.3920557462986715,0.306070421755798
0.2436548223350254,0.36589147286811874,0.6025641025641024,0.03473557077053075,0.4887856440591794,0.9906542056074765,9.999992500731025e-11,9.999995276288587e-11,1.0,0.08685726709424937,0.015600920640743844,0.011620184318537223
0.23857868020304568,0.0,0.6538461538461536,0.0006450579068371654,0.32246710094002107,0.8971962616822429,0.0,9.999995276288587e-11,1.0,0.02163278617241004,0.0020490681732049515,0.000644328894833672
0.3147208121827411,0.8945736434108362,0.6410256410256409,0.14666814051950344,0.586813461500708,0.8317757009345793,9.999992500731025e-11,1.0,1.0,0.23904772257854115,0.1462433030190856,0.12415362635264614
0.15736040609137059,0.37984496124021394,0.6025641025641024,0.07910472342632206,0.527872937396588,0.8130841121495326,9.999992500731025e-11,9.999995276288587e-11,1.0,0.13686270246765952,0.24828075595683147,0.10135707223597641
0.23857868020304568,0.0,0.4358974358974358,0.003484202943600641,0.28848872956660637,0.9158878504672896,9.999992500731025e-11,9.999995276288587e-11,1.0,0.04337427981302315,0.010354439174487542,0.005719780398833814
0.3299492385786802,0.06511627906962253,0.5897435897435895,0.019095420348516735,0.4520598977120209,0.7383177570093457,9.999992500731025e-11,1.0,1.0,0.11946950755516902,0.09671173082581996,0.07257898222798596
0.14720812182741116,0.20930232558127276,0.6666666666666665,0.0071238281200734985,0.45132669199741243,0.7570093457943924,0.9999999999999999,0.0,1.0,0.015110338080226118,0.017303774365997594,0.005523386822335961
0.2436548223350254,0.1410852713176963,0.5512820512820511,0.0011168886472033915,0.3010622235413348,0.8598130841121494,9.999992500731025e-11,9.999995276288587e-11,1.0,0.02185020110881617,0.0012420794711935634,0.000364650941225432
0.2639593908629442,0.840310077519355,0.6153846153846152,0.07955949110532286,0.5375491955468971,0.9345794392523363,0.0,9.999995276288587e-11,1.0,0.14773344928796606,0.09491914800282561,0.0742939780862745
0.29441624365482233,0.1503875968990931,0.6666666666666665,0.021013531007662792,0.5068373775040811,0.7663551401869158,0.8660254037844385,0.5000000000000001,1.0,0.10859876073486248,0.058328890391018205,0.017124804545514294
0.3096446700507614,0.0,0.7179487179487177,0.08607498399410657,0.6170623001789152,0.981308411214953,0.8660254037844385,0.5000000000000001,1.0,0.015110338080226118,0.07562410670204375,0.04754635413954159
0.10659898477157362,0.7426356589146887,0.4743589743589743,0.004974624260260643,0.32369182327147084,0.7943925233644858,9.999992500731025e-11,0.5000000000000001,1.0,0.023806935536471355,0.01583517904692886,0.004692350346739073
0.350253807106599,0.10387596899210913,0.6923076923076922,0.06932054147770562,0.5866915706317682,0.9345794392523363,9.999992500731025e-11,9.999995276288587e-11,1.0,0.0542450266333297,0.002181577060848726,0.014510704140823172
0.20812182741116753,0.13178294573629953,0.5256410256410254,0.005456470275776164,0.35677915784788045,0.8317757009345793,9.999992500731025e-11,9.999995276288587e-11,1.0,0.06511577345363626,0.025396795861422475,0.007465482495092379
0.25888324873096447,0.6961240310077048,0.6923076923076922,0.021142245840136915,0.5239284957937413,0.8317757009345793,9.999992500731025e-11,9.999995276288587e-11,0.5,0.06511577345363626,0.01514595039292796,0.007379899322920991
0.3959390862944162,0.44961240310068984,0.6794871794871793,0.0015319661617236927,0.3788732039426691,0.8130841121495326,0.0,9.999995276288587e-11,1.0,0.012066528970540266,0.0035695081100746984,0.0011223684753461222
