runtime_minutes,director_name,movie_averageRating,movie_numerOfVotes,approval_Index,production_year,month_sin,month_cos,number_of_professions,age,Production budget $,Domestic gross $,Worldwide gross $,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western,cluster
99.0,1e-10,7.7,142185.0,6.589963260062881,2004,1e-10,1e-10,3,1,20000000.0,17104669.0,102034104.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.0,245.0,7.0,339691.0,6.427430901195819,2000,1e-10,0.5000000000000001,3,1,55000000.0,166225040.0,330425040.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
108.0,461.0,6.1,29651.0,4.489660774432941,2001,0.49999999999999994,0.8660254037844387,3,1,30000000.0,10965209.0,17865209.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.0,605.0,6.5,506073.0,6.149559369293584,2011,0.49999999999999994,1e-10,3,1,80000000.0,254464305.0,586764305.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
101.0,58.0,7.7,395255.0,7.169182931978852,2004,1e-10,0.5000000000000001,3,0,5000000.0,1082044.0,8655397.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
146.0,556.0,8.4,1030407.0,8.425094825131161,1980,0.49999999999999994,1e-10,3,1,19000000.0,44568631.0,45613093.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119.0,127.0,6.9,46243.0,5.321372747464743,2017,1e-10,1e-10,3,1,21531000.0,13388813.39,37483562.49,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154.0,474.0,8.9,2069502.0,9.391075813154268,1994,1e-10,1e-10,3,0,8000000.0,107928762.0,212891760.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
113.0,1e-10,7.1,149520.0,6.092463717597601,2010,1.0,6.123233995736766e-17,3,2,16000000.0,19068240.0,56506120.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
158.0,495.0,6.6,139874.0,5.621749780163369,2021,1e-10,0.8660254037844384,3,2,75000000.0,53809574.0,147474138.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
95.0,1e-10,6.7,10247.0,4.42046544347405,2012,0.8660254037844387,1e-10,3,2,900000.0,7396.0,7396.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100.0,1e-10,4.5,39601.0,3.373269882749552,1989,1e-10,1e-10,3,0,5000000.0,14343976.0,14343976.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
192.0,227.0,7.8,277543.0,7.061100943995044,2022,1e-10,1.0,3,2,460000000.0,667830256.0,2265935552.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
137.0,152.0,7.6,69320.0,6.100961480505507,2019,1e-10,1.0,3,1,25000000.0,36001502.0,50394773.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.0,1e-10,8.2,545826.0,7.83800631564057,1975,0.49999999999999994,1e-10,1,2,400000.0,3427696.0,5028948.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.0,370.0,7.3,188399.0,6.391936428523399,1984,1e-10,1.0,3,0,15000000.0,234760478.0,316300000.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
121.0,1e-10,6.7,56775.0,5.264456011263347,2017,1e-10,1e-10,1,2,25000000.0,12638526.0,18445379.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.0,427.0,6.3,180468.0,5.478334478504344,2010,1.2246467991473532e-16,1e-10,3,0,40000000.0,61153526.0,92994927.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
99.0,1e-10,5.6,34951.0,4.178607432214728,2018,1e-10,0.5000000000000001,1,2,132900000.0,54858851.0,170024300.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
118.0,534.0,6.2,79549.0,5.015602393825059,2014,1e-10,1e-10,3,1,30000000.0,30577122.0,87956618.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118.0,387.0,6.6,73755.0,5.310971857483392,2014,1e-10,0.5000000000000001,3,2,26000000.0,26766213.0,41059418.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
112.0,1e-10,5.2,111567.0,4.314783594717508,2016,0.49999999999999994,0.8660254037844387,3,2,38000000.0,34912982.0,111336398.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91.0,144.0,5.1,8676.0,3.270902460409084,1998,1e-10,0.8660254037844384,3,2,15000000.0,10513979.0,10513979.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
119.0,1e-10,5.8,1287.0,2.9236272987906915,2018,1e-10,0.5000000000000001,3,2,2700000.0,3511417.0,3589633.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
85.0,1e-10,5.6,6191.0,3.465461483710124,2004,0.49999999999999994,1e-10,3,2,9000000.0,12232382.0,12512317.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110.0,352.0,6.3,102141.0,5.214497463055865,2019,1e-10,1e-10,3,2,20700000.0,104963598.0,150467919.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
100.0,453.0,6.6,274922.0,5.949888803656634,2002,1.0,6.123233995736766e-17,3,0,35000000.0,40119709.0,103787401.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
114.0,585.0,7.1,37844.0,5.374731301182835,2007,1e-10,0.8660254037844384,3,1,9000000.0,6623082.0,10642023.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.0,1e-10,5.7,5483.0,3.4787677674202744,1977,0.49999999999999994,0.8660254037844387,3,1,500000.0,17000000.0,17000000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
75.0,101.0,4.6,70653.0,3.6470959035263393,2008,1.0,6.123233995736766e-17,3,0,35000000.0,26638520.0,73026302.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
121.0,1e-10,6.8,9830.0,4.467624205223492,1966,0.8660254037844386,0.5000000000000001,3,1,3500000.0,12000000.0,12000000.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
137.0,518.0,8.0,220276.0,7.1095125977352325,1968,1.2246467991473532e-16,1e-10,3,0,3200000.0,33395426.0,33396740.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122.0,529.0,8.4,1160733.0,8.498700955810737,1999,1e-10,1e-10,3,0,15000000.0,130058047.0,356258047.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
124.0,517.0,6.4,454270.0,6.00207260868114,2004,0.49999999999999994,1e-10,3,1,125000000.0,186740799.0,555840117.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
95.0,612.0,5.7,119079.0,4.76966992824676,1996,1.2246467991473532e-16,1e-10,3,0,55000000.0,128814019.0,273814019.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
76.0,1e-10,7.5,1189.0,3.775487708880058,2013,1.0,6.123233995736766e-17,3,2,8752600.0,5971220.14,7397287.11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.0,1e-10,7.9,47586.0,6.128331945979574,2001,1e-10,1.0,3,0,1000000.0,1067481.0,2684207.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102.0,340.0,6.1,1460.0,3.1382729374946248,2002,0.8660254037844386,0.5000000000000001,3,2,500000.0,1250798.0,1250798.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
102.0,563.0,5.1,35182.0,3.796218897646802,2000,1e-10,0.5000000000000001,3,0,40000000.0,14967182.0,19417182.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.0,387.0,6.9,17385.0,4.824719789306735,2002,1e-10,0.8660254037844384,3,1,12500000.0,14060950.0,16193713.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.0,1e-10,6.4,69991.0,5.121372773199486,2008,1e-10,0.5000000000000001,3,1,28000000.0,2775593.0,12031443.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.0,1e-10,7.4,55625.0,5.817105583170452,1998,1.2246467991473532e-16,1e-10,3,0,1500000.0,2380606.0,2381227.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90.0,246.0,6.6,24367.0,4.773165441704997,2002,1e-10,0.5000000000000001,3,2,15000000.0,19161999.0,19344615.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118.0,1e-10,6.2,23836.0,4.465842491993716,1982,1e-10,1e-10,3,0,5000000.0,10751126.0,10751126.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137.0,173.0,6.5,332978.0,5.949366732004011,2015,1e-10,0.8660254037844384,3,1,160000000.0,281723902.0,647396133.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
87.0,403.0,6.3,38814.0,4.766004918543156,2011,0.8660254037844386,0.5000000000000001,3,1,10000000.0,6861102.0,7862131.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.0,5.0,5.7,129358.0,4.804393012027287,2012,1e-10,1e-10,3,0,55000000.0,34353000.0,67130045.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
154.0,578.0,7.7,88614.0,6.3220865139253,1985,1e-10,1.0,3,0,15000000.0,94029472.0,94029472.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
111.0,279.0,6.2,116137.0,5.188214246973793,2016,1e-10,1.0,3,1,38000000.0,60323786.0,117425156.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
101.0,573.0,6.4,177989.0,5.560871598694996,2010,1.0,6.123233995736766e-17,3,2,36000000.0,50269859.0,65967750.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116.0,280.0,7.2,244758.0,6.441207113779596,2012,1e-10,1e-10,3,1,26000000.0,37397291.0,54393687.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.0,621.0,3.4,40510.0,2.5221451104510546,2003,1.2246467991473532e-16,1e-10,3,2,30000000.0,26214846.0,28986358.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.0,1e-10,7.7,456852.0,7.251232289834847,2014,1e-10,0.8660254037844384,3,1,15000000.0,35893537.0,123327692.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
87.0,550.0,5.1,46815.0,3.90341136112043,2006,0.8660254037844386,0.5000000000000001,3,1,15000000.0,47860214.0,67215435.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
112.0,1e-10,7.2,185526.0,6.294429244380844,2015,0.8660254037844387,1e-10,3,0,30000000.0,42629776.0,68984536.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
97.0,1e-10,7.3,79083.0,5.925700742698879,2010,1e-10,0.8660254037844384,3,1,3750000.0,310007.0,8607693.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120.0,400.0,6.3,6444.0,3.9336881963007593,2000,1e-10,1.0,3,0,13000000.0,622023.0,1375635.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
108.0,1e-10,6.6,18399.0,4.636745386152951,2018,0.49999999999999994,0.8660254037844387,3,2,3500000.0,16376066.0,16376066.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
125.0,596.0,8.0,444458.0,7.522695191982929,2003,1e-10,1.0,3,1,70000000.0,66432867.0,123954323.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
132.0,477.0,6.5,170391.0,5.628956448597815,1998,1.0,6.123233995736766e-17,3,1,35000000.0,56968169.0,56968169.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131.0,1e-10,6.4,85250.0,5.214240534248189,2004,1e-10,1.0,3,2,75000000.0,42044321.0,54344321.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
99.0,474.0,8.3,1026110.0,8.320674733146742,1992,1e-10,0.5000000000000001,3,0,1200000.0,2832029.0,2990680.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95.0,369.0,6.7,112416.0,5.601197331822341,2005,1e-10,1e-10,2,1,58000000.0,48318130.0,100687083.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.0,302.0,5.2,569.0,2.2952795493730265,2000,1e-10,0.5000000000000001,3,0,600000.0,173599.0,173599.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.0,430.0,7.0,63882.0,5.566823631619111,2013,1e-10,1e-10,3,1,8000000.0,17550872.0,25621449.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
97.0,422.0,6.3,83822.0,5.122878082983756,2010,1e-10,1e-10,3,0,15000000.0,123570.0,7885048.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102.0,1e-10,5.6,33133.0,4.156598400558107,2022,1e-10,0.8660254037844384,1,2,135000000.0,37968963.0,69532497.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115.0,1e-10,6.9,21609.0,4.935138697541702,2000,0.8660254037844387,1e-10,3,0,24000000.0,32662299.0,32662299.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108.0,1e-10,8.0,1046884.0,8.026959985535424,2016,0.8660254037844386,0.5000000000000001,3,1,58000000.0,363070709.0,781947691.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90.0,1e-10,4.6,4637.0,2.725267649132867,2009,1e-10,0.5000000000000001,3,2,10000000.0,93388.0,723388.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.0,612.0,6.9,313994.0,6.293792740786235,1997,1.0,6.123233995736766e-17,3,0,45000000.0,181410615.0,302710615.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
153.0,556.0,7.5,103367.0,6.239429324870808,1962,1.2246467991473532e-16,1e-10,3,0,2000000.0,9250000.0,9250000.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
146.0,317.0,6.3,120337.0,5.290488336138525,2009,1e-10,1e-10,3,1,72500000.0,51855045.0,71880305.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.0,271.0,7.2,143680.0,6.159024115309048,1986,1e-10,1e-10,3,0,25000000.0,11100000.0,11208967.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117.0,495.0,6.9,97032.0,5.697621225024443,2006,1e-10,0.8660254037844384,3,2,35000000.0,7459300.0,42064105.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
138.0,578.0,7.6,205069.0,6.707445358250691,1977,1e-10,0.8660254037844384,3,0,20000000.0,169100479.0,340800479.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
117.0,90.0,5.7,30228.0,4.194694860151822,2000,1e-10,1e-10,3,1,40000000.0,30199105.0,40390931.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.0,1e-10,2.4,23683.0,1.6467777809623916,2001,1e-10,1e-10,3,1,8500000.0,4273372.0,4273372.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
100.0,1e-10,6.2,128085.0,5.232883614722789,2016,1e-10,1e-10,1,2,20000000.0,113257297.0,180485601.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
110.0,645.0,6.0,244941.0,5.346031054504134,2011,1.0,6.123233995736766e-17,3,1,75000000.0,36392502.0,89758389.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.0,410.0,4.3,36528.0,3.191932604332377,2011,1e-10,1.0,3,1,80000000.0,133107389.0,349088523.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
93.0,1e-10,6.1,31102.0,4.511103152947925,2015,1e-10,0.8660254037844384,3,2,8900000.0,50136.0,3324131.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118.0,380.0,6.2,19932.0,4.38424789390365,1996,1e-10,1e-10,3,1,38000000.0,17378193.0,17378193.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98.0,304.0,7.0,106515.0,5.830129578422475,1993,1e-10,0.5000000000000001,3,0,14000000.0,68856263.0,155008909.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
95.0,611.0,7.3,268372.0,6.581968233245078,2010,1e-10,0.8660254037844384,3,1,130000000.0,148415853.0,321887208.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
107.0,285.0,7.8,428256.0,7.310021178478562,1987,1.2246467991473532e-16,1e-10,3,0,18000000.0,59735548.0,98267558.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98.0,633.0,7.3,11681.0,4.898481968868236,1990,1e-10,1e-10,3,0,430000.0,2938000.0,2938000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
127.0,581.0,6.3,42130.0,4.804004112157777,1995,1e-10,1.0,3,2,58000000.0,53458319.0,87100000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
145.0,517.0,7.0,580008.0,6.70297248150487,1996,1e-10,1e-10,3,1,75000000.0,306169255.0,817400878.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
118.0,413.0,7.4,132739.0,6.290647064128741,1999,1e-10,1.0,3,2,52000000.0,34580635.0,47407635.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120.0,187.0,6.8,49561.0,5.277009433395533,1982,1e-10,0.8660254037844384,3,1,8000000.0,20036244.0,20036244.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
115.0,200.0,7.1,354836.0,6.54392061714895,2002,1e-10,0.5000000000000001,3,0,48000000.0,129094024.0,248218486.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3
117.0,446.0,6.8,234533.0,6.0546883583390185,2016,1e-10,1e-10,3,1,144000000.0,128350574.0,229008658.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
103.0,273.0,6.7,87868.0,5.479748173976599,2015,1e-10,1e-10,3,1,5000000.0,27288872.0,42844516.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
143.0,511.0,7.8,598767.0,7.502359790256152,2000,1e-10,1.0,3,1,85000000.0,233632142.0,427230516.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
92.0,596.0,7.5,310453.0,6.8462841362655,1988,1.0,6.123233995736766e-17,3,0,15000000.0,73839613.0,74456266.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114.0,171.0,6.0,28430.0,4.395335243137285,1998,0.49999999999999994,1e-10,3,0,30000000.0,60110313.0,81529000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90.0,1e-10,6.6,170864.0,5.718930045675416,2011,1e-10,0.5000000000000001,3,1,130000000.0,149260504.0,554987477.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
89.0,501.0,8.1,408774.0,7.56849913058652,1986,1e-10,1e-10,3,0,8000000.0,52287414.0,52287766.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.0,177.0,5.3,67312.0,4.203259795498607,2004,1.2246467991473532e-16,1e-10,3,2,100000000.0,59475623.0,96150482.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
115.0,246.0,6.5,58278.0,5.11586856149349,2004,1e-10,0.5000000000000001,3,2,60000000.0,74541707.0,102332848.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
108.0,149.0,6.4,24580.0,4.628627487323964,2019,1e-10,0.5000000000000001,3,2,12000000.0,22012729.0,22730144.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
112.0,29.0,7.4,57456.0,5.834738705615625,1997,1e-10,1e-10,3,1,18000000.0,8038061.0,16011975.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260.0,1e-10,6.5,10764.0,4.308116019150807,1965,0.8660254037844386,0.5000000000000001,1,2,20000000.0,15473333.0,15473333.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112.0,533.0,7.2,91238.0,5.918459789834552,2009,1e-10,1.0,3,0,8500000.0,39471742.0,47417251.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
104.0,208.0,8.2,862574.0,8.114096112782581,2000,1e-10,1.0,3,0,10000000.0,30093107.0,83593107.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.0,1e-10,6.4,18516.0,4.495228004624078,1980,0.49999999999999994,0.8660254037844387,3,0,350000.0,10000000.0,10000000.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119.0,529.0,7.3,216104.0,6.4656250779158135,2008,1e-10,1.0,3,1,45000000.0,22951340.0,79604820.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
118.0,306.0,8.6,1441909.0,8.841442601636311,1991,0.8660254037844386,0.5000000000000001,3,1,20000000.0,130726716.0,275726716.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
92.0,1e-10,6.3,881.0,3.011348064974037,1999,1e-10,0.5000000000000001,3,0,3250000.0,7680.0,7680.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
120.0,48.0,7.0,54193.0,5.482109177766208,2000,0.8660254037844386,0.5000000000000001,3,0,9000000.0,16963963.0,28773637.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
133.0,40.0,6.6,14590.0,4.524106643844654,1983,1e-10,0.8660254037844384,3,1,12000000.0,39012241.0,39012241.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
77.0,145.0,7.2,17203.0,5.034646925637544,2009,0.8660254037844386,0.5000000000000001,3,1,6000000.0,1418304.0,1418304.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101.0,621.0,5.4,38265.0,4.060654613629932,1998,1e-10,1.0,3,2,50000000.0,34645374.0,34645374.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.0,475.0,4.9,2887.0,2.740768694334541,2020,1e-10,1e-10,3,1,8000000.0,855894.0,864907.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128.0,206.0,7.5,174635.0,6.528806980712385,2008,1e-10,0.8660254037844384,3,2,20000000.0,31841299.0,57293371.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,167.0,6.0,139469.0,5.097417116997426,2015,1.0,6.123233995736766e-17,3,1,40000000.0,90411453.0,111711453.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
98.0,1e-10,6.3,64916.0,5.004400937221053,2004,1e-10,1e-10,3,2,35000000.0,16862585.0,41666476.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
131.0,247.0,7.6,265812.0,6.852518171799156,2001,1.0,6.123233995736766e-17,3,2,85000000.0,51396781.0,96971293.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
135.0,519.0,6.9,352604.0,6.352667900355968,2018,0.49999999999999994,1e-10,3,2,275000000.0,213767512.0,393151347.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
95.0,1e-10,6.4,41979.0,4.880659931705177,2011,1e-10,1e-10,3,0,800000.0,29063.0,462206.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
115.0,578.0,7.9,414888.0,7.386996810174759,1982,1.2246467991473532e-16,1e-10,3,0,10500000.0,439251124.0,797103542.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
101.0,95.0,6.9,392194.0,6.4066893787509125,1994,1e-10,1e-10,3,0,18000000.0,119920129.0,351620129.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
107.0,508.0,5.6,80038.0,4.519988884832082,2013,1e-10,0.5000000000000001,3,1,20000000.0,8008161.0,18273009.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
